"user_id","thread_id","feedback_id","value","comment","createdAt"
User_11,"25894857-85dc-43c1-a89e-b74905a6f259","00d674a2-c3cf-49bf-a861-ebfda036fd23",1.0,done,2025-07-25 13:30:47.835
User_11,"25894857-85dc-43c1-a89e-b74905a6f259",fe89b981-ee96-4e3d-9bec-061a0587a075,0.0,ถามในหมวดหมู่ แต่ไม่มีคำตอบให้,2025-07-25 13:23:11.897
User_4,"4050408d-1f67-4f16-b8c7-3aa9f78f7faa","35966eba-04cb-46e9-8644-c3bd5d3d40fe",1.0,,2025-07-25 11:02:49.738
User_4,"2f8ec750-4963-4924-8260-794bd44ef9a3","3c6e9f58-7c37-4753-a983-564f86a6e1a2",1.0,ตอบเกินข้อมูลที่ต้องการ เอากระบวนการแก้ไขอื่นมาตอบด้วย,2025-07-25 10:59:44.300
User_4,"2f8ec750-4963-4924-8260-794bd44ef9a3",e6785c6b-1c45-41d6-beb2-36d4f50ac384,1.0,,2025-07-25 10:53:55.318
User_4,"2f8ec750-4963-4924-8260-794bd44ef9a3","3d5003ac-b1b9-49e1-956c-96171abc2ea4",1.0,,2025-07-25 10:52:04.851
User_4,"2f8ec750-4963-4924-8260-794bd44ef9a3","3479f916-fc2a-4ca6-87a7-fa7090e202fb",1.0,,2025-07-25 10:50:12.465
User_2,"7cf831fd-2b47-437e-a06c-300b5f614bb2",b0607eb8-422d-438c-815d-5f3da1ee4233,1.0,,2025-07-25 10:49:56.778
User_2,"7cf831fd-2b47-437e-a06c-300b5f614bb2","05f1b853-0de8-4fbf-ae02-054bc17d0a34",1.0,ตอบถูกแต่ยังไม่ครบถ้วนควรจะมีช่องทางการชำระแบบอื่นๆอีก,2025-07-25 10:48:22.736
User_4,"2f8ec750-4963-4924-8260-794bd44ef9a3","6a8024e9-9fb4-4ab3-a3fb-9c251f91dd1a",1.0,,2025-07-25 10:46:30.447
User_2,"7cf831fd-2b47-437e-a06c-300b5f614bb2","992aa22d-9fa8-4a98-bfe8-09f6c8f26906",0.0,รบกวนเพิ่มการถอยสถานะใบแจ้งหนี้เพิ่มเติม,2025-07-25 10:45:44.187
User_2,"7cf831fd-2b47-437e-a06c-300b5f614bb2",c5bdb76d-1afa-43ac-8a86-938c18993185,0.0,ต้องการขอมูลเพิ่มเติมเกี่ยวกับการ reprint,2025-07-25 10:44:24.940
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f","2a709912-27be-415a-9685-f7b6f00793d1",0.0,ตามที่อยู่เอกสารราชการลูกค้า เช่น บัตรประชาชน ทะเบียนบ้าน,2025-07-25 10:43:23.022
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f","4f29ff26-37a3-40f8-9f32-8324cb4453a7",1.0,ตอบเกินข้อมูลที่ต้องการ เอากระบวนการแก้ไขอื่นมาตอบด้วย,2025-07-25 10:38:56.946
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f",a885d5f7-497b-4376-97a9-6589f98ac0d2,1.0,,2025-07-25 10:31:53.965
User_6,"15f38264-503f-4c43-8696-d2cab60c6da2","037e5541-9884-4bde-8438-4d3561640607",1.0,ตอบคำถามได้ถูกต้อง,2025-07-25 10:31:26.354
User_6,"15f38264-503f-4c43-8696-d2cab60c6da2","753e363a-f868-4b4c-8858-45833e46590b",1.0,คำตอบครบถ้วน,2025-07-25 10:27:40.398
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f","1c9a79bc-0509-46e7-9267-fe987bed8e9c",1.0,,2025-07-25 10:26:17.057
User_6,"15f38264-503f-4c43-8696-d2cab60c6da2","6253c8c1-b037-40a2-aac1-9307f453ee5a",1.0,ตอบคำถามได้ถูกต้อง,2025-07-25 10:25:08.237
User_6,"15f38264-503f-4c43-8696-d2cab60c6da2","8bb34e90-099b-4756-8f15-500ecfd578c8",0.0,"คำถามนี้ไม่จำเป็นต้องแยกบุคคลธรรมดา รหือนิติบุคคล และคำตอบอยู่ใน Policy FA-G-17 หน้าที่ 2  ข้อ 11  
 ",2025-07-25 10:23:30.871
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f","8f24f0a5-0890-4da2-86c0-aefb27b749a7",1.0,,2025-07-25 10:23:28.368
User_6,"15f38264-503f-4c43-8696-d2cab60c6da2","1611bc91-7576-426d-93f7-efa38015d4d7",0.0,คำตอบอยู่ใน Policy FA-G-17 หน้า 2 ข้อ  6 ,2025-07-25 10:20:55.253
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f","95c74060-60a6-4bac-91df-8cf47eccd6e7",0.0,ไม่มีคำตอบ คำตอบคือ auto approve,2025-07-25 10:20:02.478
User_6,"15f38264-503f-4c43-8696-d2cab60c6da2","614cad31-e407-4534-abb3-acce8468ce6c",0.0,คำตอบอยู่ใน Policy FA-G-17 หน้าที่ 1 ข้อ 4.6,2025-07-25 10:18:43.181
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f",e30fd121-fd7e-466e-9455-f8ad475b1da5,1.0,เพิ่มรายละเอียดสายอนุมัติ และเอกสารที่ต้องใช้ในการขอปลดระงับ,2025-07-25 10:18:33.585
User_7,"85a4d197-dd12-47d4-b78d-3781186cbcfd","7fcf5179-045a-4b21-9a1c-9bd92bd46fc4",1.0,ถูกต้องครับ,2025-07-25 10:15:15.216
User_4,"905cf040-61ec-4038-a5d2-17ae044b991f","20908d6a-b5f6-47a8-8f0b-57ca8f13b1a9",1.0,ขาดรายละเอียดช่องทาง แมคโคร และโลตัส ว่าเป็นใคร,2025-07-25 10:14:21.018
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c",cca9b42e-37f4-42cc-bf86-78d5a9260655,1.0,"คำตอบตาม policy แต่อยากให้เพิ่มรายละเอียดแยกลูกค้า แมคโคร โลตัส  ประเภท ลูกค้า POD ,COD ใส่รายละเอียดมาทั้งหมด",2025-07-25 09:47:01.867
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"2d6d6719-216f-4591-b2e4-d812aead0050",0.0,ไม่ได้รับคำตอบเรื่องเครดิตเทอม,2025-07-25 09:45:17.859
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,f454f13a-df40-4fa0-a6a8-6c6fd62641eb,1.0,พอด้คำตอบเรื่องวงเงิน,2025-07-25 09:43:57.886
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"0b5c34a5-e987-4419-b807-115f0b029760",0.0,คำตอบไม่ถูกต้อง,2025-07-25 09:38:16.232
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,a60db4df-f704-48bd-97d2-7e7923c374e1,0.0,ไม่ได้คำตอบ,2025-07-25 09:35:56.203
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"1fb82861-8969-48ba-95c2-34b230592a3e",0.0,ไม่ได้คำตอบ,2025-07-25 09:35:52.835
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,d4fc2a94-dae3-4040-b9dd-f9edab0b8d81,0.0,ตอบม่ตรงคำถาม,2025-07-25 09:33:43.949
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"08ad1c04-ca1d-4aef-970b-3a88d299c677",0.0,ตอบไม่ตรง,2025-07-25 09:31:25.193
User_6,"7e82bab3-07ae-4c50-ba91-3b2cfea20bc1","870f4c47-a56a-4c0d-acda-edf590b54ae6",1.0,ตอบตรงคำถาม และครบถ้วนดีมาก,2025-07-25 09:31:08.954
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"9db9b27d-5fa4-48ea-8d34-a406911cfe0c",0.0,ไม่ได้คำตอบ,2025-07-25 09:30:08.984
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"281e666b-11de-4c01-a878-1f0fe14e9cf4",0.0,ไม่ด้คำตอบ,2025-07-25 09:29:45.401
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c","2a14f2b6-6be2-4185-b7a4-f40769d3bf82",1.0,,2025-07-25 09:28:29.620
User_6,"23892da5-9f6e-43d4-bc4a-79db8ae4ddf6","827a61c6-4b38-4828-9e2c-6db175a59060",0.0,คำตอบอยู่ใน Policy FA-G-17 เอกสารแนบ ข : หลักเกณฑ์การพิจารณา ข้อที่ 3,2025-07-25 09:28:17.506
User_2,b3b68de5-042a-4529-a01c-207e816ebd59,d69df312-ad37-4c77-9eda-b5a3df8c1c84,1.0,,2025-07-25 09:27:18.967
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"06a5b965-99ad-4585-970b-f318be9adda0",0.0,ตอบไม่ตรง (ขอเอกสารไม่ได้),2025-07-25 09:27:07.501
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"7986da88-4f88-45e3-b46e-16db6a132884",0.0,ตอบไม่ตรงคำถาม ( ขอให้อธิบายเอกสาร),2025-07-25 09:26:48.737
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"2c0231c1-6ff3-47e3-afa5-1ab8e2064aa4",1.0,ตอบครบและได้รู้ นโยบายด้วย,2025-07-25 09:26:10.635
User_6,"23892da5-9f6e-43d4-bc4a-79db8ae4ddf6","9578e8a7-0017-408b-aac9-de45871fd6e5",0.0,คำตอบอยู่ใน Policy FA-G-17 เอกสารแนบ ก : เอกสารประกอบ (ต่อ),2025-07-25 09:25:59.989
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,bb46b717-b74c-486b-8cb0-c5a01630dc6b,0.0,ตอบไม่ตรงคำถาม,2025-07-25 09:25:39.452
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"1058f46a-c358-491d-a09a-f54dd36a0440",0.0,ตอบไม่ตรงคำถาม,2025-07-25 09:25:35.156
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,ef276948-4068-43e5-a1d2-9b6155d6724b,0.0,ตอบไม่ตรงคำถาม,2025-07-25 09:25:30.885
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,a3b769b6-fff3-4ee5-a8c7-bfb1022b441e,0.0,ตอบไม่ตรงคำถาม,2025-07-25 09:25:13.905
User_3,c29a099b-c3bb-4912-9ff8-ae774c6c0b61,"31f4f2c9-a8d4-4760-80d2-efb6f344e9db",0.0,ไม่ได้คำตอบที่ชัดเจน,2025-07-25 09:24:50.568
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c","6bbad7e8-9431-4a5e-a1c0-b80e2dad0876",1.0,มีอธิบายกระบวนการ แต่ไม่มีขั้นตอนวิธีแก้ไข,2025-07-25 09:23:23.780
User_2,b3b68de5-042a-4529-a01c-207e816ebd59,d6e590c4-08b0-4e35-982a-c4451e976a08,1.0,,2025-07-25 09:23:19.443
User_6,"23892da5-9f6e-43d4-bc4a-79db8ae4ddf6","9655052b-5453-45b8-83a4-d412e3cb0e88",1.0,ตอบคำถามได้ครบถ้วน,2025-07-25 09:22:50.867
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c","0b3e0fb0-4897-480e-b46d-85f211a2a498",1.0,มีอธิบายกระบวนการ แต่ไม่มีขั้นตอนวิธีแก้ไข,2025-07-25 09:21:35.124
User_2,b3b68de5-042a-4529-a01c-207e816ebd59,e6776e45-9d8d-4067-bcb4-2347cbe0b010,0.0,ถูกแต่ยังไม่ครบถ้วน ขาดในส่วนของลูกค้าที่โอนเงินเข้าบัญชีบริษัท,2025-07-25 09:20:32.467
User_6,"23892da5-9f6e-43d4-bc4a-79db8ae4ddf6",da4e5b35-fb2f-4a64-8263-85ff79d0decd,1.0,ตอบคำถามได้ครบถ้วน ตรงประเด็น,2025-07-25 09:18:51.978
User_2,"0d4dc293-407c-4158-9a26-c50ff573fbfd","62d5868b-c6a5-48c5-a672-fc661b1c2fae",1.0,,2025-07-25 09:17:32.064
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c",c9565c39-0930-4b79-9765-c38a98c689c1,1.0,มีอธิบายกระบวนการ แต่ไม่มีขั้นตอนวิธีแก้ไข,2025-07-25 09:16:14.069
User_2,"0d4dc293-407c-4158-9a26-c50ff573fbfd","5a93b66c-f436-418e-9042-5f8d54baa6b3",0.0,ขอคู่มือให้ด้วย,2025-07-25 09:13:49.409
User_2,"0d4dc293-407c-4158-9a26-c50ff573fbfd","2065920a-bf25-4874-9d29-9b6be80f4d03",1.0,,2025-07-25 09:12:14.639
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c","6d82e646-1ce8-4821-802d-7c9b60c9f2c4",1.0,,2025-07-25 09:09:27.553
User_6,"23892da5-9f6e-43d4-bc4a-79db8ae4ddf6",f6571ff1-bbeb-46b7-841b-316d24ae907a,0.0,"ตอบเกินคำถาม, โดยส่วนตัวคิดว่าควรจะตอบแค่ ผู้จัดการจัดหาผู้เช่าพื้นที่ (Manager – Mall/Leasing) จะต้องดำเนินการตามขั้นตอนเช่นเดียวกับผู้เช่ารายใหม่ โดยพิจารณาเฉพาะสัญญาเช่าประเภท Permanent เท่านั้น ไม่นับรวมกรณีผู้เช่ามีสัญญา Temporary หรือ Food Court ในช่วงเวลาดังกล่าว",2025-07-25 09:07:13.300
User_4,"8ef342a8-9d09-44e1-9b33-9d55152bb90c",dad029bf-9717-4b11-bc01-a02cdaac9547,1.0,ยังตอบไม่ครบ ในส่วนของเอกสารสำหรับราชการยังไม่เฉพาะเจาะจง,2025-07-25 09:07:06.468
User_6,d2e2aba1-0b80-4706-a8f1-c2de3bc5cbe0,"32034a0a-64ee-45b2-9303-368a2b54c437",1.0,ตอบคำถามได้ถูกต้อง แต่คำถามนี้ไม่จำเป็นต้องแบ่งแยก หัวข้อย่อย (ระดับ 2) เนื่องจากปฏิบัติเหมือนกัน,2025-07-25 09:01:34.070
User_2,db0d96f1-7279-4109-adf7-6f57444c6e7b,"26622293-7e6e-4911-8791-d6d5ef3e0c79",1.0,คำตอบ ควรแนะนำขั้นตอนหลังจากเก็บเช็คลูกค้าแล้ว,2025-07-25 09:01:22.781
User_6,d2e2aba1-0b80-4706-a8f1-c2de3bc5cbe0,"8b6184c0-1a51-4be8-b715-c7f5dc242f62",0.0,คำตอบที่ตอบมาถูกต้อง แต่ตอบเกินสิ่งที่ถาม (ควรตอบแค่ข้อ 1-2),2025-07-25 08:58:11.913
User_2,db0d96f1-7279-4109-adf7-6f57444c6e7b,"1063a73b-3c49-4448-afbb-a4bd1a02d67a",1.0,,2025-07-25 08:57:58.642
User_6,d2e2aba1-0b80-4706-a8f1-c2de3bc5cbe0,"8a74dc55-0dc7-45f4-8076-fb853e8ad83b",0.0,ไม่ตอบคำถามที่ถามไป ซึ่งคำถามนี้มีความเกี่ยวข้องกับ Policy คำตอบอยู่ใน FA-G-17 เอกสารแนบ จ.,2025-07-25 08:55:24.353
User_6,d2e2aba1-0b80-4706-a8f1-c2de3bc5cbe0,"9d26eb10-7216-418c-8e8e-08a94d01923c",1.0,ตอบตรงคำถาม,2025-07-25 08:54:17.706
User_2,cb061ad2-19c3-4ce5-aa9d-a9f3ecf57828,"786f4deb-7d11-4983-9ec3-626e3a838810",1.0,,2025-07-25 08:49:15.152
User_14,"2657ad59-bf04-46c9-be39-af5d067778f1","7e96e4cf-b052-4804-99f7-f6649464e7d9",0.0,ไม่สามารถถามต่อในเรื่องที่เกี่ยวข้องกันได้,2025-07-25 08:47:41.692
User_9,d312e1b2-7562-4329-a837-f765f2d81fe6,a72f61a7-3c16-456b-9041-fdd55897f716,0.0,ระบบควรตอบได้เลย เพราะ # คำถาม - คำตอบ ค่อนข้างชัดเจนและอยู่ในBU ลูกค้าผู้เช่าพื้นที่ (Mall / Tenant,2025-07-25 08:29:19.638
User_8,"94426f85-dd29-4a54-93f4-5d2c04cab2d2",b805032e-b4c5-4429-a32a-8178095c3518,0.0,ระบบตอบผิด คำถามตรงกับในPolicy แต่บอทตอบผิดไม่ตรงกับคำถามเลย,2025-07-25 08:27:33.978
User_10,"51f6550f-dfbd-4c9c-b41c-4f2048a3b448","6ed1d76b-5748-4230-b508-2a07aa201c6d",0.0,เลือกหัวข้อตามที่ให้เลือก เลือกแล้วแต่ไม่ตอบ ตอบสิ่งที่ไม่ใช่มาแทน,2025-07-25 08:27:01.200
User_16,dffc6083-407a-45fd-8174-ff5b4eb09cd7,"2f513d99-28fd-45f1-8464-5840599c3dc9",0.0,คำตอบไม่ตรงคำถาม  และข้อความที่ตอบ มีข้อความเยอะเกินไป,2025-07-25 08:26:49.013
User_16,dffc6083-407a-45fd-8174-ff5b4eb09cd7,ad883978-ef12-469d-865f-2b2af78c9f02,0.0,รูปแบบการถาม  ต้องเริ่มต้นจากหัวข้อหลักเสมอ   ไม่สามารถสอบถามได้ต่อเนื่อง   น่าจะสามารถพิม ข้อความที่ต้องการถาม และ bot  ไปจับ ข้อมูลเพื่อแสดงคำตอบได้เลย เพื่อให้ได้คำตอบที่รวดเร็ว,2025-07-25 08:20:20.323
User_16,dffc6083-407a-45fd-8174-ff5b4eb09cd7,"6f995fbe-9694-490e-81ca-1da590047ed4",0.0,ไม่พบคำตอบ   และไม่มีคำแนะนำว่าต้องทำอย่างไรต่อเพื่อให้ได้คำตอบ,2025-07-25 08:13:21.811
User_10,c6f9e205-cb0d-44e0-941b-f6371c6e534f,"16aa95ff-e302-4432-ac50-32e61dcf4af2",0.0,ถามคำถามต่อเนื่องไม่ได้เลย ตอบซ้ำอันแรกตลอด ,2025-07-25 08:13:15.045
User_10,c6f9e205-cb0d-44e0-941b-f6371c6e534f,"8206f40a-2903-4814-868e-d9290bbf2581",1.0,ถูกต้อง,2025-07-25 08:10:57.370
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"40cbc981-be45-40e6-84fd-dd6b15fe55ca",1.0,ตอบได้,2025-07-25 08:02:06.721
User_10,"84ab0db4-9a84-41d4-90cd-5db9d1dec6fe","85b3532e-e8bc-4d56-b744-9fe479c1d730",0.0,ถามคำถามต่อเนื่องจากอันเดิม แต่ตอบซ้ำคำถามแรก ไม่ได้ข้อมูลอะไรเพิ่มเลย,2025-07-25 07:56:33.580
User_10,"84ab0db4-9a84-41d4-90cd-5db9d1dec6fe",af85c447-3e13-4355-836b-c01cdee031dd,0.0,รายการที่ให้เลือกไม่มีเกี่ยวข้อง ทั้งที่คำตอบอยู่ใน FAQ,2025-07-25 07:53:02.497
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,d88660e8-5dfd-4168-a006-09c419cd67d8,0.0,ตอบไม่ได้,2025-07-25 07:50:32.945
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"770e47bc-65b6-4ae8-afe4-50b658063e2a",0.0,"ตอบไม่ได้
",2025-07-25 07:48:12.968
User_8,"94426f85-dd29-4a54-93f4-5d2c04cab2d2","0d911c4a-5591-40c5-b0fb-4fda1ea534f1",0.0,"DISLIKE เพราะคำถามตรงกับpolicy แต่บอทให้เลือกระดับ1  ซึ่งหัวข้อที่มีให้เลือกก็ไม่ตรงกับคำถามเลย
",2025-07-25 07:47:45.972
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"09aebfac-5cb9-4ba7-aea8-85d4f0c2af2b",0.0,ตอบย้อนคำถาม ทั้งที่มีการถามคำถามใหม่ไปแล้วแต่ยังตอบคำถามเดิมก่อนหน้านี้ที่ตอบไม่ได้,2025-07-25 07:46:53.038
User_20,f26e8b27-71c0-4851-b13d-589ff02c0ba4,f101ab56-718c-4ee9-bc10-bf74493af83d,0.0,อยากให้ มีการทักทายกับ user,2025-07-25 07:37:33.719
